,time,gaze_target
0,0.0,A
1,0.02,A
2,0.04,A
3,0.06,A
4,0.08,A
5,0.1,A
6,0.12,A
7,0.14,A
8,0.16,A
9,0.18,A
10,0.2,B
11,0.22,B
12,0.24,B
13,0.26,B
14,0.28,B
15,0.3,B
16,0.32,B
17,0.34,B
18,0.36,B
19,0.38,B
20,0.4,C
21,0.42,C
22,0.44,C
23,0.46,C
24,0.48,C
25,0.5,C
26,0.52,C
27,0.54,C
28,0.56,C
29,0.58,C
30,0.6,D
31,0.62,D
32,0.64,D
33,0.66,D
34,0.68,D
35,0.7000000000000001,D
36,0.72,D
37,0.74,D
38,0.76,D
39,0.78,D
40,0.8,A
41,0.8200000000000001,A
42,0.84,A
43,0.86,A
44,0.88,A
45,0.9,A
46,0.92,A
47,0.9400000000000001,A
48,0.96,A
49,0.98,A
50,1.0,B
51,1.02,B
52,1.04,B
53,1.06,B
54,1.08,B
55,1.1,B
56,1.12,B
57,1.1400000000000001,B
58,1.16,B
59,1.18,B
60,1.2,C
61,1.22,C
62,1.24,C
63,1.26,C
64,1.28,C
65,1.3,C
66,1.32,C
67,1.34,C
68,1.36,C
69,1.3800000000000001,C
70,1.4000000000000001,D
71,1.42,D
72,1.44,D
73,1.46,D
74,1.48,D
75,1.5,D
76,1.52,D
77,1.54,D
78,1.56,D
79,1.58,D
80,1.6,A
81,1.62,A
82,1.6400000000000001,A
83,1.6600000000000001,A
84,1.68,A
85,1.7,A
86,1.72,A
87,1.74,A
88,1.76,A
89,1.78,A
90,1.8,B
91,1.82,B
92,1.84,B
93,1.86,B
94,1.8800000000000001,B
95,1.9000000000000001,B
96,1.92,B
97,1.94,B
98,1.96,B
99,1.98,B
100,2.0,C
101,2.02,C
102,2.04,C
103,2.06,C
104,2.08,C
105,2.1,C
106,2.12,C
107,2.14,C
108,2.16,C
109,2.18,C
110,2.2,D
111,2.22,D
112,2.24,D
113,2.2600000000000002,D
114,2.2800000000000002,D
115,2.3000000000000003,D
116,2.32,D
117,2.34,D
118,2.36,D
119,2.38,D
120,2.4,A
121,2.42,A
122,2.44,A
123,2.46,A
124,2.48,A
125,2.5,A
126,2.52,A
127,2.54,A
128,2.56,A
129,2.58,A
130,2.6,B
131,2.62,B
132,2.64,B
133,2.66,B
134,2.68,B
135,2.7,B
136,2.72,B
137,2.74,B
138,2.7600000000000002,B
139,2.7800000000000002,B
140,2.8000000000000003,C
141,2.82,C
142,2.84,C
143,2.86,C
144,2.88,C
145,2.9,C
146,2.92,C
147,2.94,C
148,2.96,C
149,2.98,C
150,3.0,D
151,3.02,D
152,3.04,D
153,3.06,D
154,3.08,D
155,3.1,D
156,3.12,D
157,3.14,D
158,3.16,D
159,3.18,D
160,3.2,A
161,3.22,A
162,3.24,A
163,3.2600000000000002,A
164,3.2800000000000002,A
165,3.3000000000000003,A
166,3.3200000000000003,A
167,3.34,A
168,3.36,A
169,3.38,A
170,3.4,B
171,3.42,B
172,3.44,B
173,3.46,B
174,3.48,B
175,3.5,B
176,3.52,B
177,3.54,B
178,3.56,B
179,3.58,B
180,3.6,C
181,3.62,C
182,3.64,C
183,3.66,C
184,3.68,C
185,3.7,C
186,3.72,C
187,3.74,C
188,3.7600000000000002,C
189,3.7800000000000002,C
190,3.8000000000000003,D
191,3.8200000000000003,D
192,3.84,D
193,3.86,D
194,3.88,D
195,3.9,D
196,3.92,D
197,3.94,D
198,3.96,D
199,3.98,D
200,4.0,A
201,4.0200000000000005,A
202,4.04,A
203,4.0600000000000005,A
204,4.08,A
205,4.1,A
206,4.12,A
207,4.14,A
208,4.16,A
209,4.18,A
210,4.2,B
